level,label,bucket,reason,n_occurrences,n_trials,example_nct,first_seen,weeks_open,parser_rules_version
class,Sex of adolescent members of dyads,,unrecognized,1,1,NCT05058664,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of caregiver enrolled,,unrecognized,1,1,NCT04576481,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of caregiver members of dyads,,unrecognized,1,1,NCT05058664,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of child enrolled,,unrecognized,1,1,NCT04576481,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of newborn,,unrecognized,1,1,NCT02148952,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of participant,,unrecognized,1,1,NCT03758638,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of provider,,unrecognized,1,1,NCT03758638,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex,",,unrecognized,1,1,NCT03870997,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, Period 1",,unrecognized,1,1,NCT01120028,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, Period 2",,unrecognized,1,1,NCT01120028,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex/ Gender,,unrecognized,1,1,NCT03898557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex/Gender (Count),,unrecognized,1,1,NCT06457802,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex/Gender (customized),,unrecognized,1,1,NCT04133831,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex/Gender not analyzed,,unrecognized,1,1,NCT00792922,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex: Infants,,unrecognized,1,1,NCT02724774,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex: Mothers,,unrecognized,1,1,NCT02724774,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual Function Score,,unrecognized,1,1,NCT03716739,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Sexual Minority,,unrecognized,1,1,NCT05107401,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sexual Violence Vict. ""COSTS""",,unrecognized,1,1,NCT03726437,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sexual Violence Vict. ""SOTS""",,unrecognized,1,1,NCT03726437,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual activity,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Sexual activity (vaginal sex) ≥ 3 times per one month,,unrecognized,1,1,NCT03894813,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual encounter attempts,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual interest,,unrecognized,1,1,NCT03624972,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Sexual minority,,unrecognized,1,1,NCT04251273,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexually Active with ED,,unrecognized,1,1,NCT00384930,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexually Active without ED,,unrecognized,1,1,NCT00384930,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Sexually active,,unrecognized,1,1,NCT03624972,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,She/Her/Hers,,unrecognized,1,1,NCT03177148,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Siblings,,unrecognized,1,1,NCT02873715,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Single Dose,,unrecognized,1,1,NCT03073213,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Single dose,,unrecognized,1,1,NCT03570918,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Single eyes,,unrecognized,1,1,NCT04200651,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Single-blind period,,unrecognized,1,1,NCT04424927,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Skills,,unrecognized,1,1,NCT06487390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sleep,,unrecognized,1,1,NCT03284307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,South Africa,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Spain,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Spinal cord injury individuals,,unrecognized,1,1,NCT04083794,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Spouse/Partner,,unrecognized,1,1,NCT04737759,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Staff,,unrecognized,1,1,NCT04350866,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Staff participants,,unrecognized,1,1,NCT05255068,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Staff-Participants,,unrecognized,1,1,NCT04855357,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Staff/coaches (for exploratory outcomes),,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 1 Randomization,,unrecognized,1,1,NCT02368002,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 2 DOT,,unrecognized,1,1,NCT01960257,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 2 Re-Randomization,,unrecognized,1,1,NCT02368002,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 2 Sanofi,,unrecognized,1,1,NCT05000216,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 2 WOT,,unrecognized,1,1,NCT01960257,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage 3,,unrecognized,1,1,NCT05306873,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage A,,unrecognized,1,1,NCT04281472,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stage B,,unrecognized,1,1,NCT04281472,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stakeholders,,unrecognized,1,1,NCT03916146,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stanford,,unrecognized,1,1,NCT03369067,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Step 1,,unrecognized,1,1,NCT03635788,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Step 2,,unrecognized,1,1,NCT03635788,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stepped wedge,,unrecognized,1,1,NCT01918072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Stroke Survivor Participant,,unrecognized,1,1,NCT05672628,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Strongly Agree,,unrecognized,1,1,NCT03808883,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Strongly Disagree,,unrecognized,1,1,NCT03808883,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Student,,unrecognized,1,1,NCT05965323,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Student Gender,,unrecognized,1,1,NCT03740113,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Student participants,,unrecognized,1,1,NCT03766906,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Students,,unrecognized,6,1,NCT04752189,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Students,,unrecognized,1,1,NCT03132805,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study 1,,unrecognized,1,1,NCT04169373,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study 1-RYGB vs Caloric Restriction,,unrecognized,1,1,NCT02762708,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study 2,,unrecognized,1,1,NCT04169373,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Study 2-Exendin (9,39) Amide Study",,unrecognized,1,1,NCT02762708,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study A05 Non-autopsy Cases,,unrecognized,1,1,NCT03901092,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study A16 Autopsy Cases,,unrecognized,1,1,NCT03901092,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study completers,,unrecognized,1,1,NCT02349893,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Study dropouts,,unrecognized,1,1,NCT02349893,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub Study,,unrecognized,1,1,NCT04625725,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub-Study,,unrecognized,1,1,NCT01970410,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub-Study Participants,,unrecognized,1,1,NCT02906787,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub-population A,,unrecognized,1,1,NCT02844439,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub-population B,,unrecognized,1,1,NCT02844439,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sub-study,,unrecognized,1,1,NCT04717934,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Subject 01-001,,unrecognized,1,1,NCT02718625,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Subject 01-002,,unrecognized,1,1,NCT02718625,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Subject 01-008,,unrecognized,1,1,NCT02718625,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy A: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy B: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy C: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy D: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy E: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy F: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy G: Sex/Gender,,unrecognized,1,1,NCT04885530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Successful Sexual Intercourse (Satisfaction),,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Successful sexual Intercourse(Ejaculations),,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Support persons,,unrecognized,1,1,NCT04347291,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sustainability,,unrecognized,1,1,NCT01875861,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Syphilis,,unrecognized,1,1,NCT03881007,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,TNBC,,unrecognized,1,1,NCT03004183,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Targeted Children,,unrecognized,1,1,NCT02873715,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Teachers,,unrecognized,6,1,NCT04752189,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Teen Gender,,unrecognized,1,1,NCT03521115,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Teen Participants,,unrecognized,1,1,NCT03506880,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Thailand/Mae Ramat,,unrecognized,1,1,NCT00440999,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Thailand/Mae Sot,,unrecognized,1,1,NCT00440999,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,The Children's Hospital Colorado Base ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,The Children's Hospital Colorado Satellite ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,They/Them/Their,,unrecognized,1,1,NCT03177148,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Total Participants,,unrecognized,1,1,NCT03078868,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Total Sample,,unrecognized,1,1,NCT05374798,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Total score,,unrecognized,1,1,NCT00351819,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Training,,unrecognized,1,1,NCT06487390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transactional Sex Work Involvement,,unrecognized,1,1,NCT03313310,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transexual,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transformista,,unrecognized,1,1,NCT06316102,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Travesti,,unrecognized,1,1,NCT06316102,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treated mRCC participants,,unrecognized,1,1,NCT05363072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment,,unrecognized,1,1,NCT01266291,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:0 Ratio,,unrecognized,1,1,NCT02797470,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:1 Ratio,,unrecognized,1,1,NCT02797470,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 5:1 Ratio,,unrecognized,1,1,NCT02797470,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment Period,,unrecognized,1,1,NCT02321098,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment-Naive Participants,,unrecognized,1,1,NCT02699450,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,USA patients,,unrecognized,1,1,NCT02891837,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,UVA,,unrecognized,1,1,NCT03369067,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ulcerative colitis,,unrecognized,1,1,NCT03834051,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ultrasonic Propulsion,,unrecognized,1,1,NCT02028559,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Uncertain,,unrecognized,1,1,NCT02929069,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Uncertain / don't know for sure,,unrecognized,1,1,NCT03912753,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Undecided,,unrecognized,1,1,NCT03487796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Uninjured controls,,unrecognized,1,1,NCT04083794,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,United Kingdom,,unrecognized,1,1,NCT06456671,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Unkown,,unrecognized,1,1,NCT04601493,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Urethral Chlamydia,,unrecognized,1,1,NCT01836445,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Urethral Gonorrhea,,unrecognized,1,1,NCT01836445,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Use birth control,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Use of condom,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,VA Medical Centers,,unrecognized,1,1,NCT05319561,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,VALUE Study (non-randomized),,unrecognized,1,1,NCT03445988,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vaccine Substudy,,unrecognized,1,1,NCT04006457,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vaginal discomfort,,unrecognized,1,1,NCT03624972,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vaginal lubrication,,unrecognized,1,1,NCT03624972,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vaginal penetrations,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vaginal sex,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Values listed are mITT population,,unrecognized,1,1,NCT02766608,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vehicle,,unrecognized,1,1,NCT02242760,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Vehicle QD,,unrecognized,1,1,NCT04040192,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Viagra,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Village of Winston Park,,unrecognized,1,1,NCT04037436,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Virgo Intacta (Years),,unrecognized,1,1,NCT01192282,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Volunteer Companion Guide,,unrecognized,1,1,NCT03896711,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,WRAIR Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Wave 1,,unrecognized,1,1,NCT02390557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Wave 2,,unrecognized,1,1,NCT02390557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Were heterosexul,,unrecognized,1,1,NCT02015637,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,With Active Cancer,,unrecognized,1,1,NCT05022563,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,With pneumococcal vaccination,,unrecognized,1,1,NCT03276754,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Without Active Cancer,,unrecognized,1,1,NCT05022563,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Without pneumococcal vaccination,,unrecognized,1,1,NCT03276754,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Worry about getting HIV ""all the time"" :",,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Worry about getting HIV ""often"" :",,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,XELJANZ (MTX adherent comparative safety analysis set),,unrecognized,1,1,NCT01932372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,XELJANZ (MTX adherent safety analysis set),,unrecognized,1,1,NCT01932372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,XELJANZ (Safety analysis set) and Control (MTX adherent comparative safety analysis set),,unrecognized,1,1,NCT01932372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,YMCA,,unrecognized,1,1,NCT04037436,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Year 2 Period,,unrecognized,1,1,NCT00955682,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Year 3 Period,,unrecognized,1,1,NCT00955682,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Year 4 Period,,unrecognized,1,1,NCT00955682,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Year 5 Period,,unrecognized,1,1,NCT00955682,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Yes had sex in past 3 months at Baseline,,unrecognized,1,1,NCT02847858,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Yes same sex partner,,unrecognized,3,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Yes within last 3 months,,unrecognized,1,1,NCT02494817,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I have both given and received money, things, opportunities and so on",,unrecognized,1,1,NCT05797961,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I have both given and received money, things, or opportunities",,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I was the one giving money, things, opportunities and so on",,unrecognized,1,1,NCT05797961,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I was the one giving money, things, or opportunities",,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I was the one receiving money, things, opportunities and so on",,unrecognized,1,1,NCT05797961,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Yes, I was the one receiving money, things, or opportunities",,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Youth Patients,,unrecognized,1,1,NCT05626231,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Youth gender,,unrecognized,1,1,NCT04734015,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Youth self-identified gender,,unrecognized,1,1,NCT04245501,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Youths,,unrecognized,1,1,NCT05835362,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Zilucoplan Sub-protocol,,unrecognized,1,1,NCT04590586,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,adolescent,,unrecognized,1,1,NCT05160948,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,alter,,unrecognized,1,1,NCT04568486,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,caregiver,,unrecognized,1,1,NCT05160948,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,family surrogates,,unrecognized,1,1,NCT02693665,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mCRPC,,unrecognized,1,1,NCT05701007,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mCSPC,,unrecognized,1,1,NCT05701007,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mITT Analysis Set,,unrecognized,1,1,NCT04346628,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mRCC - Axitinib,,unrecognized,1,1,NCT00700258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mRCC - Sunitinib,,unrecognized,1,1,NCT00700258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,mRCC - Temsirolimus,,unrecognized,1,1,NCT00700258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,modified Per Protocol Set,,unrecognized,1,1,NCT02603809,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,non disclosed,,unrecognized,1,1,NCT05933525,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,seed,,unrecognized,1,1,NCT04568486,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,smITT Analysis Set,,unrecognized,1,1,NCT04346628,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
