level,label,bucket,reason,n_occurrences,n_trials,example_nct,first_seen,weeks_open,parser_rules_version
class,FX Addendum,,unrecognized,1,1,NCT04091048,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Family Members,,unrecognized,1,1,NCT05340478,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Family caregivers,,unrecognized,1,1,NCT04238520,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Father participants,,unrecognized,1,1,NCT05374837,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Father sex (baseline),,unrecognized,1,1,NCT03548558,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Fathers' sex,,unrecognized,1,1,NCT02901665,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Fellow eyes,,unrecognized,1,1,NCT04200651,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,First line,,unrecognized,1,1,NCT03193866,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Flaxseed and Placebo Period,,unrecognized,1,1,NCT00956813,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Flu A,,unrecognized,1,1,NCT06141824,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Flu B,,unrecognized,1,1,NCT06141824,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Frail,,unrecognized,1,1,NCT03354546,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Frequent sexual activity (3+ times/week),,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Frequently / always,,unrecognized,1,1,NCT02516202,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Full analysis set (FAS),,unrecognized,1,1,NCT02391116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GA28948 Population,,unrecognized,1,1,NCT02163759,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GA28949 Population,,unrecognized,1,1,NCT02171429,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GHB/GBL,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GI perforation/obstruction,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GIST,,unrecognized,1,1,NCT00464620,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GIST - Sunitinib,,unrecognized,1,1,NCT00700258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gamblers,,unrecognized,1,1,NCT02240485,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gastric/GEJ,,unrecognized,1,1,NCT04208958,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Categorical,,unrecognized,1,1,NCT00547248,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Distribution,,unrecognized,1,1,NCT05294640,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Now,,unrecognized,1,1,NCT04014959,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender at Baseline (pre-MDA),,unrecognized,1,1,NCT01905423,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender at Birth,,unrecognized,1,1,NCT03636022,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender categorical,,unrecognized,1,1,NCT04190693,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender identification,,unrecognized,1,1,NCT02043015,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender matched transplants,,unrecognized,1,1,NCT00745420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of Child,,unrecognized,1,1,NCT05107726,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of Child Participants,,unrecognized,1,1,NCT05209932,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of Parent,,unrecognized,1,1,NCT05107726,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of Parent Participants,,unrecognized,1,1,NCT05209932,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of reference patient,,unrecognized,1,1,NCT04613739,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender of study participants,,unrecognized,1,1,NCT03168672,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Gender, Self-Report",,unrecognized,1,1,NCT05104450,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Gender, customized",,unrecognized,1,1,NCT01944462,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Gender, n",,unrecognized,1,1,NCT02653664,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Gender, participant reported",,unrecognized,1,1,NCT03291587,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Germany,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Glycemic Control Study,,unrecognized,1,1,NCT00542178,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gonorrhea,,unrecognized,1,1,NCT03881007,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Got-Aglu Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Greater than or equal to 1 x month,,unrecognized,1,1,NCT01655498,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Group 1,,unrecognized,1,1,NCT05292534,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Group 2,,unrecognized,1,1,NCT05292534,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"HFD, Jaundice",,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,HIV Intervention,,unrecognized,1,1,NCT01366495,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,HIV Testing,,unrecognized,1,1,NCT01366495,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,HIV-positive sexual partner :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Had no sexual activity in the last half of the year or vaginal sex less than 3 times per one month,,unrecognized,1,1,NCT03894813,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Had receptive sex without a condom in past 3 months,,unrecognized,1,1,NCT03897049,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Having a sexual partner living with HIV in past 3 months,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,He/Him/His,,unrecognized,1,1,NCT03177148,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Healthy Controls,,unrecognized,1,1,NCT05878873,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Healthy Participants,,unrecognized,1,1,NCT00055224,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Healthy Volunteers,,unrecognized,1,1,NCT00047853,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Healthy volunteers,,unrecognized,1,1,NCT00026559,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,History of STI :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Home-Based Trust,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Hormonal Score,,unrecognized,1,1,NCT03716739,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Hospital-Based Trust,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Human Thrombin,,unrecognized,1,1,NCT02014402,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Hypotension,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Hypoxic Ventilatory Response Analysis Population,,unrecognized,1,1,NCT00732199,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,IH and Narcolepsy cohorts,,unrecognized,1,1,NCT05875974,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,INB,,unrecognized,1,1,NCT03086213,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ITT,,unrecognized,1,1,NCT04796935,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ITT/Safety Population,,unrecognized,1,1,NCT03861169,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Identified Gender,,unrecognized,1,1,NCT04286867,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Implementation,,unrecognized,1,1,NCT01875861,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,In-hospital,,unrecognized,1,1,NCT02004366,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Index Clients,,unrecognized,1,1,NCT05343390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Index TB participants,,unrecognized,1,1,NCT04520113,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Index children,,unrecognized,1,1,NCT04059185,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,India,,unrecognized,1,1,NCT00440999,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Indolent,,unrecognized,1,1,NCT00464620,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Indonesia/Maumere,,unrecognized,1,1,NCT00440999,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Induction Period,,unrecognized,1,1,NCT02435992,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Induction phase,,unrecognized,1,1,NCT03341962,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Infant Sex,,unrecognized,1,1,NCT04002908,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Infants (perinates),,unrecognized,1,1,NCT04818112,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Infection,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Infusion reactions,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Initial Intervention,,unrecognized,1,1,NCT03316950,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Initial Study Phase,,unrecognized,1,1,NCT03738566,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Initial assignment,,unrecognized,1,1,NCT02132195,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Inpatient,,unrecognized,1,1,NCT02455076,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intercourse satisfaction,,unrecognized,1,1,NCT00351819,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intervention Group,,unrecognized,1,1,NCT02798354,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intervention Period,,unrecognized,1,1,NCT06127524,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intervention Period Sex,,unrecognized,1,1,NCT01070095,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Interventionists,,unrecognized,1,1,NCT03916146,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intralipid,,unrecognized,1,1,NCT01943409,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Irritable bowel syndrome,,unrecognized,1,1,NCT03834051,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Italy,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,JZP-110,,unrecognized,1,1,NCT02348619,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Kazakhstan, Astana",,unrecognized,1,1,NCT02143128,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ketamine,,unrecognized,1,1,NCT03284307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Kids,,unrecognized,1,1,NCT06548074,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Kinnect to Wellness,,unrecognized,1,1,NCT04037436,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Kitare Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Known Gender,,unrecognized,1,1,NCT02206035,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Kuoyo-Kowe Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,LGBQ,,unrecognized,1,1,NCT02332239,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,LGBTQ+,,unrecognized,1,1,NCT02951455,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,LGBTQ+,,unrecognized,1,1,NCT05838027,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,LTF and Minute Ventilation Analysis Population,,unrecognized,1,1,NCT00732199,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lanadelumab Sub-protocol,,unrecognized,1,1,NCT04590586,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lead-In TP1: Humira (Adalimumab),,unrecognized,1,1,NCT04230213,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Less than 1 x per month,,unrecognized,1,1,NCT01655498,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Less than half the time,,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Level 1: Lifestyle Modification vs ESG,,unrecognized,1,1,NCT03406975,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Level 2: Crossover Lifestyle to ESG,,unrecognized,1,1,NCT03406975,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lookback Period,,unrecognized,1,1,NCT06127524,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Loved ones,,unrecognized,1,1,NCT04241094,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MAD-HS,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MCL - Temsirolimus,,unrecognized,1,1,NCT00700258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MD-CP,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MD-UP,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MDMA,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,MSM,,unrecognized,1,1,NCT05723263,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,MST negative,,unrecognized,1,1,NCT02039856,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,MST positive,,unrecognized,1,1,NCT02039856,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main FIREFLI trial,,unrecognized,1,1,NCT04717258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main Protocol,,unrecognized,1,1,NCT04091048,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main Study Participants,,unrecognized,1,1,NCT02906787,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main study,,unrecognized,1,1,NCT04717934,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main study phase,,unrecognized,1,1,NCT03224234,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Maintenance Period,,unrecognized,1,1,NCT02435992,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Maintenance phase,,unrecognized,1,1,NCT03341962,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Manyanda Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Maternal sex,,unrecognized,1,1,NCT04174521,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Melanoma,,unrecognized,1,1,NCT04208958,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mental health clinic/hospital or rehab center,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (2000mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (2550mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (3000mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Methamphetamine,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Microscopic colitis,,unrecognized,1,1,NCT03834051,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Midazolam,,unrecognized,1,1,NCT03284307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mirieri Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Modified pharmacodynamic analysis set,,unrecognized,1,1,NCT02472795,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,More than 3 times a week,,unrecognized,1,1,NCT00635570,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,More than half the time,,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,More than one endorsement,,unrecognized,1,1,NCT03487796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother Sex,,unrecognized,1,1,NCT03548558,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother biological sex,,unrecognized,1,1,NCT05096611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother participants,,unrecognized,1,1,NCT05374837,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mothers sex,,unrecognized,1,1,NCT04002908,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mothers' sex,,unrecognized,1,1,NCT02901665,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple Dose,,unrecognized,1,1,NCT03073213,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple identities,,unrecognized,1,1,NCT04342494,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple recent partners (3+ in 6 months) :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple sexual partners,,unrecognized,1,1,NCT05965427,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple sexual partners (11+ lifetime) :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,NSCLC,,unrecognized,1,1,NCT03004183,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nduru Kadero Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Needle Syringe Program,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Negative,,unrecognized,1,1,NCT00978068,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nephrologists,,unrecognized,1,1,NCT04392440,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neuro-typical,,unrecognized,1,1,NCT01943539,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Neutral,,unrecognized,1,1,NCT03808883,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Never / rarely,,unrecognized,1,1,NCT02516202,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Never discuss HIV with partners :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No History of STI Diagnosis,,unrecognized,1,1,NCT02128217,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No Sex Partners,,unrecognized,1,1,NCT03670355,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No did not have sex in past 3 months at Baseline,,unrecognized,1,1,NCT02847858,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No recent sex,,unrecognized,1,1,NCT02248558,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No same sex partner,,unrecognized,3,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"No, not within last 3 months",,unrecognized,1,1,NCT02494817,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-MSM,,unrecognized,1,1,NCT05723263,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-specific,,unrecognized,1,1,NCT00859495,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-specific gender count,,unrecognized,1,1,NCT00556166,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-use,,unrecognized,1,1,NCT03741725,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Applicable,,unrecognized,1,1,NCT01139762,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Frail,,unrecognized,1,1,NCT03354546,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Sexually Active with ED,,unrecognized,1,1,NCT00384930,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Sexually Active without ED,,unrecognized,1,1,NCT00384930,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not applicable,,unrecognized,1,1,NCT05376358,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not sexually active,,unrecognized,1,1,NCT03624972,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not-treated mRCC participants,,unrecognized,1,1,NCT05363072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nurse,,unrecognized,1,1,NCT02320175,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OA Population,,unrecognized,1,1,NCT04160091,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE Period,,unrecognized,1,1,NCT04556734,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE Phase,,unrecognized,1,1,NCT03941834,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE trial period,,unrecognized,1,1,NCT05870540,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Occasionally,,unrecognized,1,1,NCT02516202,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Offspring,,unrecognized,1,1,NCT04050202,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Often,,unrecognized,1,1,NCT03741725,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Often to Almost Always,,unrecognized,1,1,NCT05396014,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Older Adults,,unrecognized,1,1,NCT05150990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Once a month or less,,unrecognized,1,1,NCT00635570,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ongoing problem,,unrecognized,1,1,NCT01262573,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open Label Phase,,unrecognized,1,1,NCT04712669,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open Label phase,,unrecognized,1,1,NCT05445557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Enrollment Sex,,unrecognized,1,1,NCT03323749,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Period,,unrecognized,1,1,NCT02586623,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Phase,,unrecognized,1,1,NCT00958633,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Titration Period,,unrecognized,1,1,NCT05668754,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Treatment,,unrecognized,1,1,NCT05014919,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-label initial phase (OLP),,unrecognized,1,1,NCT03528681,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-label phase,,unrecognized,1,1,NCT03341962,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Optional Flaxseed Continuation,,unrecognized,1,1,NCT00956813,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Oral sex,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Orgasmic function,,unrecognized,1,1,NCT00351819,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Oruga Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Osewre Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Outpatient,,unrecognized,1,1,NCT02455076,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall Sample,,unrecognized,1,1,NCT01875861,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall population,,unrecognized,1,1,NCT01121588,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall satisfaction,,unrecognized,1,1,NCT00351819,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall satisfied with sexual encounters,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PCMHI Participants,,unrecognized,1,1,NCT04350866,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PCV13 Population,,unrecognized,1,1,NCT03276754,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active Interest, Assessment of Partner Related Impacts",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
